App,Sentiment_Polarity,Rating
A&E - Watch Full Episodes of TV Shows,0.3538825757575755,4.0
Binaural Beats Meditation,0.35351810515873006,4.300000000000002
BankMobile Vibe App,0.3534545768241421,4.300000000000002
CALCU™ Stylish Calculator Free,0.3525981620718463,4.6999999999999975
Cycling - Bike Tracker,0.3521468253968254,4.5
BELONG Beating Cancer Together,0.3505828729019519,4.6999999999999975
Caller ID +,0.35,4.0
"High-Speed Camera (GIF,Burst)",0.3484567901234567,4.099999999999997
Calorie Counter - EasyFit free,0.34802871788058476,4.6999999999999975
Full Screen Caller ID,0.34557612414467254,4.199999999999998
Horses Live Wallpaper,0.345458644890463,4.199999999999998
Etta Homes,0.34462250712250714,4.199999999999998
Golfshot: Golf GPS + Tee Times,0.3442488636363636,4.2999999999999945
"FastMeet: Chat, Dating, Love",0.34417340067340085,4.200000000000005
"Amazon FreeTime – Kids’ Videos, Books, & TV shows",0.3425348246524717,4.199999999999998
Ebook Reader,0.34253248776686274,4.100000000000002
Birds Sounds Ringtones & Wallpapers,0.34155701754385975,4.599999999999996
Digital Alarm Clock,0.34107329093987326,4.199999999999992
Golden Dictionary (EN-AR),0.34045045045045036,4.400000000000003
Free Dating App & Flirt Chat - Match with Singles,0.33969696969696955,4.400000000000003
Find Dining Restaurant Finder,0.3394679300291545,4.099999999999997
Home Workout - No Equipment,0.3383518564768565,4.800000000000007
EyeEm - Camera & Photo Filter,0.3380653936903936,4.199999999999998
Couch to 10K Running Trainer,0.33737879109977326,4.599999999999996
Browser 4G,0.3370836118538324,4.300000000000002
DC Super Hero Girls™,0.3340090240641713,4.29999999999997
Garden Photo Frames - Garden Photo Editor,0.3335833333333333,4.400000000000003
Dating for 50 plus Mature Singles – FINALLY,0.3325396825396825,4.600000000000014
A+ Mobile,0.329592261904762,3.899999999999995
"BigOven Recipes, Meal Planner, Grocery List & More",0.32822240259740265,4.300000000000002
Candy Bomb,0.3274031986531986,4.399999999999987
Current debit card and app made for teens,0.3272583733540765,4.300000000000002
BZWBK24 mobile,0.32688255223037826,4.5
Blood Pressure Log - MyDiary,0.32505491150053645,4.699999999999994
Cougar Dating Life : Date Older Women Sugar Mummy,0.32457028157028167,3.899999999999989
Calendar+ Schedule Planner App,0.3190705128205128,4.0
Freeme Launcher—Stylish Theme,0.31849999999999995,4.099999999999997
1800 Contacts - Lens Store,0.3181447736291485,4.700000000000009
CityMaps2Go Plan Trips Travel Guide Offline Maps,0.31709577922077925,4.300000000000002
ASOS,0.3169166366041366,4.700000000000009
Davis's Drug Guide for Nurses,0.3148148148148148,4.5
FREEDOME VPN Unlimited anonymous Wifi Security,0.3136363636363636,4.300000000000002
"FOX Sports: Live Streaming, Scores & News",0.3132563003775125,4.0
Fast Scanner : Free PDF Scan,0.31306316056316064,4.5
DraftKings - Daily Fantasy Sports,0.31233355379188715,4.5
Babbel – Learn Spanish,0.3093640734265735,4.400000000000003
Free VIN Report for Used Cars,0.3085747474747475,4.599999999999996
BEST CAR SOUNDS,0.30769860769860763,4.3000000000000025
BLK - Swipe. Match. Chat.,0.30767763519549235,4.099999999999997
Herpes Positive Singles Dating,0.3066502396413111,4.400000000000003
Educational Games for Kids,0.3065564373897707,4.5
CW Seed,0.3055693342151675,4.5
Etsy: Handmade & Vintage Goods,0.30548314339981014,4.2999999999999945
Couple - Relationship App,0.30442296156254955,4.0
Ada - Your Health Guide,0.3032562929106828,4.700000000000009
H TV,0.3021153846153846,4.300000000000006
Free Dating App & Flirt Chat - Cheers,0.30192629419191924,4.400000000000003
"Best Wallpapers Backgrounds(100,000+ 4K HD)",0.30042929292929293,4.6999999999999975
BeautyPlus - Easy Photo Editor & Selfie Camera,0.3,4.40000000000006
Fantasy Football Manager (FPL),0.2998709786945081,4.400000000000003
DMV Permit Practice Test 2018 Edition,0.29566032132549985,4.900000000000004
Air Traffic,0.29464074593335954,4.300000000000002
BetterMe: Weight Loss Workouts,0.29227532274407275,4.199999999999998
Diary with lock password,0.2922668422777689,4.300000000000008
Animated Photo Editor,0.2918571428571428,4.099999999999997
Down Dog: Great Yoga Anywhere,0.2918472637721827,4.900000000000004
CMB Free Dating App,0.2917571204040017,4.0
"Android Auto - Maps, Media, Messaging & Voice",0.2877923040754263,4.199999999999998
HTC Sense Input-AR,0.2875963541666667,3.8
FanDuel: Daily Fantasy Sports,0.2870834973107701,4.599999999999996
CWT To Go,0.2867512531328321,4.400000000000003
Baby Name Together,0.2859856284856285,4.0
Baby ABC in box! Kids alphabet games for toddlers!,0.2857751257751258,4.599999999999996
"Even - organize your money, get paid early",0.2839285714285714,4.8000000000000025
Diary with lock,0.28376334051328034,4.599999999999994
Boys Photo Editor - Six Pack & Men's Suit,0.28350877192982454,4.099999999999997
"CM Launcher 3D - Theme, Wallpapers, Efficient",0.28247895622895625,4.600000000000004
Bike Computer - GPS Cycling Tracker,0.28197840354090353,4.400000000000003
Easy Makeup Tutorials,0.2819713754609588,4.300000000000002
Essential Resources,0.28141962312860747,4.599999999999996
"2Date Dating App, Love and matching",0.28026717026523523,4.400000000000003
Daniel Tiger for Parents,0.2796296296296297,4.6999999999999975
Cache Cleaner-DU Speed Booster (booster & cleaner),0.2785210969585969,4.5
Homework Planner,0.2775236133048633,4.0
Couch to 5K by RunDouble,0.27732642225499365,4.6999999999999975
A Word A Day,0.2772727272727273,3.7
Homesnap Real Estate & Rentals,0.2768480017006803,4.300000000000002
C Programming,0.2768000669964955,4.300000000000006
CheckPoints 🏆 Rewards App,0.27638016323953823,4.099999999999997
Four In A Line,0.2748487572309294,3.800000000000007
Freeletics: Personal Trainer & Fitness Workouts,0.27425068204365083,4.5
Baby Monitor,0.2742230725623583,4.400000000000003
"AVG Cleaner – Speed, Battery & Memory Booster",0.27366371882086166,4.400000000000003
Animal Planet GO,0.27357142857142863,4.199999999999998
GasBuddy: Find Cheap Gas,0.2726742875180375,4.599999999999996
GPS Traffic Speedcam Route Planner by ViaMichelin,0.2724778825671683,4.300000000000002
"Free TV Shows App:News, TV Series, Episode, Movies",0.2715553215553216,4.599999999999996
ExDialer - Dialer & Contacts,0.2713527987019366,4.199999999999998
Easy Recipes,0.27053819444444444,4.6999999999999975
Beautiful Design Birthday Cake,0.2703075396825396,4.300000000000002
GMAT Question Bank,0.2688999236058059,4.199999999999998
Garden Coloring Book,0.2684828944203944,4.399999999999992
Fortune City - A Finance App,0.26696618341149597,4.600000000000008
8fit Workouts & Meal Planner,0.26486424130612735,4.599999999999976
Backgrounds (HD Wallpapers),0.26443175805675806,4.6999999999999975
Horoscopes – Daily Zodiac Horoscope and Astrology,0.2643148577612863,4.599999999999996
Branch,0.264229797979798,4.599999999999996
Hacker's Keyboard,0.26137154546438207,4.400000000000003
File Explorer,0.25958281573498965,4.099999999999997
21-Day Meditation Experience,0.25801367845117845,4.399999999999987
Cookpad,0.25743676847843516,4.5
Daily Yoga - Yoga Fitness Plans,0.2570176467051467,4.400000000000022
"FUN Keyboard – Emoji Keyboard, Sticker,Theme & GIF",0.25675,4.6999999999999975
Bubble Shooter,0.2536763602776529,4.483333333333273
Asteroids 3D live wallpaper,0.2535243974622641,4.099999999999997
Hostelworld: Hostels & Cheap Hotels Travel App,0.2534184783470496,4.399999999999987
GoodRx Drug Prices and Coupons,0.2524710424710424,4.8000000000000025
ACE Elite,0.25217091550424886,4.099999999999997
Hotspot Shield Free VPN Proxy & Wi-Fi Security,0.2517647058823529,4.199999999999998
Czech Public Transport IDOS,0.25107490723562154,4.300000000000002
Digit Save Money Automatically,0.2502463087507732,4.5
Free Panda Radio Music,0.25,4.5
Black People Meet Singles Date,0.2493412587142295,3.899999999999989
CBS Sports Fantasy,0.24850236370438392,4.0
Family Dollar,0.24816588074623794,4.300000000000002
Galactic Core Free Wallpaper,0.24756756810576253,4.099999999999997
Baby Panda Learns Shapes,0.24753700128700123,4.0
Calorie Counter - Macros,0.24751868247122885,4.0
Graphing Calculator,0.2458298171589311,3.8999999999999995
AlReader -any text book reader,0.24555118492618497,4.599999999999996
Eat Fit - Diet and Health Free,0.24504414682539688,4.100000000000004
Apartment Decorating Ideas,0.245,3.900000000000003
ARY NEWS URDU,0.24342580213903744,4.400000000000003
Garden Fruit Legend,0.24278846153846148,4.599999999999996
Azpen eReader,0.24262422360248448,3.5
CDL Practice Test 2018 Edition,0.24112599206349206,4.900000000000004
"Hide Something - Photo, Video",0.24071023478835982,4.599999999999996
FOSSIL Q: DESIGN YOUR DIAL,0.2397669880624426,4.299999999999999
CreditWise from Capital One,0.23945429387863595,4.599999999999996
GS SHOP,0.23918128654970755,3.8
"Homes.com 🏠 For Sale, Rent",0.23836580086580084,4.0
Dropbox,0.2363305250579099,4.399999999999988
ARY NEWS,0.23374426078971533,4.400000000000003
Allegiant,0.2333333333333333,3.099999999999998
Blur Image Background Editor (Blur Photo Editor),0.23310994560994563,4.400000000000003
ChatVideo Meet new people,0.23191982566982564,4.199999999999998
Banjo,0.23085021228771233,4.199999999999998
Asana: organize team projects,0.23064546308304854,4.2999999999999945
Add Text To Photo,0.22970324746060045,4.099999999999997
"Free phone calls, free texting SMS on free number",0.22960420173961837,4.5
Baby Panda Musical Genius,0.22776025213525217,4.0
Expense IQ Money Manager,0.22750618948703624,4.400000000000003
Headspace: Meditation & Mindfulness,0.22700757575757577,4.600000000000014
Anatomy Learning - 3D Atlas,0.2265324499959917,4.5
Essential Anatomy 3,0.2255163032858345,4.100000000000012
"Ebates: Cash Back, Coupons, Rewards & Savings",0.22538709463051565,4.5
Dog Licks Screen Wallpaper,0.22525030371997284,4.300000000000002
"DU Recorder – Screen Recorder, Video Editor, Live",0.22418691689058068,4.800000000000008
ConvertPad - Unit Converter,0.22344972943722938,4.400000000000003
HD Camera - Best Cam with filters & panorama,0.22337962962962962,4.5
Brain Waves - Binaural Beats,0.22173148899711398,4.400000000000003
Airway Ex - Intubate. Anesthetize. Train.,0.22094190098096347,4.300000000000006
ABC Preschool Free,0.22080488040123453,3.8
COOKING MAMA Let's Cook!,0.21892208651137224,4.300000000000006
Happify,0.21889678030303028,3.7
Free & Premium VPN - FinchVPN,0.21766885088848015,4.199999999999992
Abs Training-Burn belly fat,0.21741882334004725,4.6999999999999975
Caviar - Food Delivery,0.21737478089040585,4.199999999999998
"Breaking News, Local news, Attacks and Alerts Free",0.21704599412932749,4.6999999999999975
Crossy Road,0.21585128145848678,4.5
All Email Providers,0.21499999999999994,4.099999999999997
File Manager -- Take Command of Your Files Easily,0.21464646464646464,4.199999999999998
Fancy Widgets,0.2142135145323051,4.199999999999998
FOX,0.21398402523402532,3.6999999999999993
"BiggerCity: Chat for gay bears, chubs & chasers",0.21167546399141793,4.099999999999997
HISTORY: Watch TV Show Full Episodes & Specials,0.21127877314385973,4.099999999999983
AppLock - Fingerprint,0.20993951418951418,4.400000000000003
FamilySearch Tree,0.20932583022687193,4.300000000000002
Firefox Focus: The privacy browser,0.2092485894097222,4.399999999999988
Colorful Glitter Neon Butterfly Keyboard Theme,0.20640625,4.300000000000002
BBVA Compass Banking,0.20559022446491657,4.300000000000002
Fruits Bomb,0.20532335280753006,4.400000000000002
Blood Donor,0.20522144852501997,4.199999999999998
Flowers Live Wallpaper,0.20517906336088154,4.099999999999997
British Airways,0.20510616367759232,4.199999999999994
"Canva: Poster, banner, card maker & graphic design",0.20483956893496366,4.6999999999999975
Cool Popular Ringtones 2018 🔥,0.20348488136574072,4.5
"GO SMS Pro - Messenger, Free Themes, Emoji",0.2024882756132756,4.400000000000003
Four In A Line Free,0.20236801881246327,4.300000000000002
"HelloTalk — Chat, Speak & Learn Foreign Languages",0.20232638888888888,4.399999999999987
Anime Avatar Creator: Make Your Own Avatar,0.20215771508819977,4.199999999999998
Buzz Launcher-Smart&Free Theme,0.20134484370347466,4.400000000000003
Business Calendar 2,0.20114111302290014,4.599999999999996
Gay Sugar Daddy Dating & Hookup – Sudy Gay,0.20086835232668562,4.100000000000012
"BuzzFeed: News, Tasty, Quizzes",0.1992963335568969,4.2999999999999945
Game of Thrones: Conquest™,0.1988888888888889,4.0
All Mental disorders,0.19860246365324483,4.5
HD Video Player,0.19799342105263157,4.300000000000002
Blogaway for Android (Blogger),0.19725448933782266,3.7
Dunkin' Donuts,0.19655992978082373,4.199999999999994
C++ Programming,0.1964510494328203,4.300000000000002
1LINE – One Line with One Touch,0.19629029961266795,4.599999999999996
Baby Tiger Care - My Cute Virtual Pet Friend,0.19518518518518518,4.5
AP Mobile - Breaking News,0.1951159148207759,4.5
AdWords Express,0.1948439393939394,4.100000000000012
Educational Games 4 Kids,0.19435952570820994,4.300000000000002
"Face Filter, Selfie Editor - Sweet Camera",0.19428104575163396,4.699999999999994
Apk Installer,0.19391694725028052,3.8
Candy Day,0.19246436403508768,4.5
"Fabulous: Motivate Me! Meditate, Relax, Sleep",0.1919959420952725,4.600000000000014
CVS Caremark,0.19190802253302255,3.5
Home Decor Showpiece Art making: Medium Difficulty,0.1918666666666667,4.300000000000002
AT&T Smart Wi-Fi,0.1895487012987013,3.900000000000003
FollowMyHealth®,0.1894276710984749,4.599999999999996
7 Day Food Journal Challenge,0.18941137566137567,4.5
Dairy Queen,0.18940972222222222,3.649999999999993
HD Movie Video Player,0.18601533086352823,4.5
BIG Launcher,0.18498650308025305,4.300000000000002
Financial Times,0.18463979076479076,4.199999999999998
Cheap Flights & Hotels momondo,0.18377557627557622,4.199999999999998
BBW Dating & Curvy Singles Chat- LargeFriends,0.18276632996632997,4.399999999999987
ABCmouse.com,0.18250385802469138,4.300000000000002
Amazon Shopping,0.1820225865037372,4.299999999999994
HD Widgets,0.18181783519859557,4.300000000000006
11st,0.18129421446608945,3.8
Cat Sim Online: Play with Cats,0.18089609339033008,4.600000000000008
Dr. Panda & Toto's Treehouse,0.18023668292548503,4.399999999999988
Bank of America Mobile Banking,0.1800268291975881,4.400000000000003
Beautiful Widgets Pro,0.17941837105155553,4.199999999999994
4K Wallpapers and Ultra HD Backgrounds,0.17932800224466894,4.599999999999996
Fast Secure VPN,0.17910011330609915,4.300000000000006
Flickr,0.1774324908309283,4.2999999999999945
DU Browser—Browse fast & fun,0.17726609823708037,4.300000000000006
Goal Live Scores,0.17692905844155843,4.400000000000003
Amex Mobile,0.17566632595799264,4.300000000000002
Homestyler Interior Design & Decorating Ideas,0.1756305397541127,4.099999999999997
Dog Sim Online: Raise a Family,0.17529423701298702,4.599999999999996
Fat Burning Workout - Home Weight lose,0.17526900953984287,4.5
"Herpes Dating: 1,000K+ Singles",0.1741083044249897,4.0
HauteLook,0.1720851370851371,4.099999999999997
Baby Panda Care,0.17201893939393942,4.200000000000005
Colorfit - Drawing & Coloring,0.17183595268250842,4.6999999999999975
Comedy Central,0.17142376628681782,3.899999999999989
Experian - Free Credit Report,0.17050437083045775,4.599999999999996
BeWild Free Dating & Chat App,0.17037221276530487,3.400000000000002
Fallout Shelter,0.17023214882331378,4.600000000000004
2ndLine - Second Phone Number,0.16896820887445888,4.199999999999998
Fuzzy Seasons: Animal Forest,0.16893322575242217,4.8000000000000025
Color by Number – New Coloring Book,0.16885633604383607,4.699999999999994
Doctor Pets,0.16880208333333332,4.199999999999998
Hello Stars,0.16833037194977488,4.600000000000008
Filters for B Live,0.1680176767676768,4.400000000000003
Free Sports TV,0.16731858265191601,4.300000000000002
Farm Fruit Pop: Party Time,0.1650277217741935,4.400000000000003
Groovebook Photo Books & Gifts,0.16392160684527632,4.0
Content Transfer,0.1630472817836099,4.6999999999999975
Barbie Life™,0.16261297182349813,3.900000000000003
Hamilton — The Official App,0.1610472318136008,4.5
Hotels Combined - Cheap deals,0.16078538359788358,4.099999999999997
Diamond Zipper Lock Screen,0.15973039215686274,4.300000000000002
Fresh EBT - Food Stamp Balance,0.15972740535608185,4.5
Candy Smash,0.15726736111111111,4.5
Hinge: Dating & Relationships,0.15679880237851251,4.200000000000005
Alarm Clock Free,0.1557617749897162,4.0
BioLife Plasma Services,0.15480616605616604,3.5
Fruit Ninja®,0.15479454685099842,4.300000000000008
HD Camera Ultra,0.15469866870710122,4.300000000000002
E*TRADE Mobile,0.15327341401364836,3.8999999999999995
Coloring book moana,0.15265151515151518,3.8999999999999924
Ascape VR: 360° Virtual Travel,0.15096450617283952,4.099999999999997
Block Puzzle Classic Legend !,0.15090698653198656,4.200000000000005
Citibanamex Movil,0.15006144781144778,3.599999999999997
Calendar Widget Month + Agenda,0.15000000000000002,4.199999999999998
Chapters: Interactive Stories,0.14904506568386025,4.5
Free Dating Hook Up Messenger,0.14728845283112993,3.3000000000000065
Fly Delta,0.14325237137108374,3.6999999999999993
Betterment,0.14325219763259928,4.400000000000003
7 Weeks - Habit & Goal Tracker,0.1428201362129934,4.400000000000003
Flights,0.140565164002664,4.400000000000003
Gems or jewels ?,0.14020820036445036,4.6999999999999975
Google Ads,0.1399653371320037,4.299999999999981
Color by Number - Draw Sandbox Pixel Art,0.13955635548026848,4.600000000000008
Advanced Task Killer,0.13885152116402116,4.400000000000003
ConnectLine,0.13801162883082527,3.099999999999998
Dog Run - Pet Dog Simulator,0.1370985540334856,4.7000000000000295
AMC Theatres,0.13569444444444442,4.300000000000002
English with Lingualeo,0.13516865079365079,4.6999999999999975
Age Calculator,0.1313830266955267,4.400000000000003
BBW Dating & Plus Size Chat,0.13124668499668496,4.400000000000022
Files Go by Google: Free up space on your phone,0.13068233101321336,4.599999999999996
Amazon Drive,0.1298491985987103,4.400000000000003
Cisco Webex Teams,0.1294181246993747,4.199999999999998
BBWCupid - BBW Dating App,0.12691173304809672,3.5
DroidAdmin for Android - Advice,0.1261752136752137,4.199999999999998
Blogger,0.1251258069415964,3.7
Brit + Co,0.1231246617965368,3.8999999999999995
Grubhub: Food Delivery,0.12273932938406622,4.5
Hideman VPN,0.12164696116309019,4.099999999999997
AutoCAD - DWG Viewer & Editor,0.11960119548661215,4.199999999999998
Anger of stick 5 : zombie,0.11944444444444442,4.5
"Free Dating App - YoCutie - Flirt, Chat & Meet",0.11783620099298067,4.100000000000012
EyeCloud,0.11717855447022113,3.099999999999998
Banorte Movil,0.116998667998668,4.099999999999997
Dude Perfect 2,0.11690235597438073,4.5
Color Touch Effects,0.11572042084377614,3.8
Archos File Manager,0.11529581529581533,4.0
File Browser by Astro (File Manager),0.11199179292929294,4.300000000000002
Funny Alarm Clock Ringtones,0.10838064006466784,4.5
Baby Panda’s Juice Shop,0.10833333333333332,4.5
H Pack,0.10824242424242422,4.300000000000002
Aviary Effects: Classic,0.10624119358661764,3.8
Cisco Webex Meetings,0.10357702482702483,4.400000000000003
Honkai Impact 3rd,0.10148298021520948,4.700000000000009
Amazon for Tablets,0.10113604797979794,4.0
FreshBooks Classic,0.10052989270057915,4.100000000000012
FindShip,0.1004489750445633,4.199999999999998
Helix Jump,0.09966548025873491,4.199999999999876
DRAGON BALL LEGENDS,0.09954933977683113,4.599999999999943
Easy Origami Ideas,0.09945261437908495,4.199999999999998
Filters for Selfie,0.09912037037037039,4.300000000000008
AC - Tips & News for Android™,0.09841655071119358,4.199999999999994
Christian Dating For Free App,0.09802603289938562,3.899999999999989
Food Calorie Calculator,0.09797280294231513,4.199999999999993
Google News,0.09391674022626409,3.9000000000000328
"Expedia Hotels, Flights & Car Rental Travel Deals",0.09299215649801587,4.099999999999951
Dr. Panda Town: Vacation,0.09280715004396642,3.8
FilterGrid - Cam&Photo Editor,0.09263994537208826,4.600000000000004
Hill Climb Racing,0.09099915000988391,4.4000000000000625
Find&Save - Local Shopping,0.09095987726263012,4.0
Home Scouting® MLS Mobile,0.090935808982684,4.300000000000002
Airport + Flight Tracker Radar,0.08928481240981241,4.199999999999998
Credit Sesame,0.0886673857940305,4.300000000000002
Harkins Theatres,0.08864442831572626,4.300000000000002
Build a Bridge!,0.08835631019497298,4.600000000000008
Blood Pressure(BP) Diary,0.08768325424575425,3.6999999999999944
Disney Magic Kingdoms: Build Your Own Magical Park,0.0870296552695869,4.2999999999999945
Acorn TV: World-class TV from Britain and Beyond,0.08605839058284712,3.0
Barbie Magical Fashion,0.08473276471512356,4.0
Banfield Pet Health Tracker,0.08254051373973245,4.200000000000005
Font Studio- Photo Texts Image,0.08145920868347341,4.199999999999998
Avakin Life - 3D virtual world,0.08085916643028913,4.399999999999992
Baby puzzles,0.07949984276689925,4.300000000000002
DSLR Camera Hd Ultra Professional,0.07695175438596491,4.199999999999998
HD Camera Pro for Android,0.07683823529411767,4.099999999999997
ASUS Cover for ZenFone 2,0.07638888888888888,4.400000000000003
Apartments.com Rental Search,0.07240305487588095,4.2999999999999945
EasyBib: Citation Generator,0.07183166248955723,3.5
"AT&T Navigator: Maps, Traffic",0.07130096542927516,3.599999999999997
Garena Free Fire,0.07115786955690821,4.5
FINAL FANTASY BRAVE EXVIUS,0.0708154855070101,4.599999999999996
Flow Free,0.07076862709337585,4.3000000000000895
Cinemark Theatres,0.07015540674603174,4.099999999999997
Find a Way: Addictive Puzzle,0.06963023338544173,4.800000000000008
Clash Royale,0.06915710869708812,4.599999999999943
95Live -SG#1 Live Streaming App,0.06900233100233102,4.100000000000012
"FIFA - Tournaments, Soccer News & Live Scores",0.06825822325822328,4.200000000000005
GO Notifier,0.06751958927510397,4.199999999999998
Aviary Stickers: Free Pack,0.06582855257855258,3.5
Bubble Witch 3 Saga,0.06538467779287191,4.6999999999999975
Checkers ✔️,0.06483468113676447,4.099999999999997
Granny,0.06462316388125873,4.5
Farming Simulator 18,0.06446713240463238,4.5
HealtheLife,0.06321230158730158,3.599999999999997
Fantasy Football,0.0625806329338938,3.5
Cricket Visual Voicemail,0.062002591819556106,3.900000000000003
Fate/Grand Order (English),0.060880930701243174,4.400000000000003
Frozen Free Fall,0.06010569985569986,4.299999999999981
Dino War: Rise of Beasts,0.05913700974216848,4.099999999999997
Farming Simulator 14,0.058127922254760496,4.5
Hello Kitty Nail Salon,0.05744808894808895,4.200000000000005
CNN Breaking US & World News,0.05734788896619255,4.0
Fashion in Vogue,0.05532565701260391,3.799999999999975
Bloomberg: Market & Financial News,0.05470544733044734,4.199999999999998
Grim Soul: Dark Fantasy Survival,0.052306128678220126,4.5
BET NOW - Watch Shows,0.0510880756974507,4.200000000000027
Barbie™ Fashion Closet,0.04860028860028858,4.100000000000012
Chase Mobile,0.04816599670171098,4.599999999999996
Bubble Shooter Genies,0.04798845598845597,4.5
